 screen_name, location, text
ChgocadChic,protect freedom and liberty,RT @NickRiccardi: Another poll showing Rs up big in Tennessee and Texas senate races https://t.co/c0Bu14UHh4
FollowLogan,"Brooklyn, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
vadpradub,"CA, USA",RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
Melzers,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Ladybug33444,...,"RT @HangManRoyBean: Help us flip the U.S. Senate 

*Candidates we must focus on:

Beto O'Rourke, Texas Jacky Rosen, Nevada
Kyrsten Sinema,"
bobertbobert93,Indiana,RT @EWErickson: Progressives should really seize hold of federalism.  You can't get rid of the Senate.  So embrace the current structure to
PollyPhilia,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
adadams2461,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
DanniRooSab,"Houston, TX","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
musicmaniac1954,"Lewisburg, TN","RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
mistyhq,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
aqvalentin,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
maggiej348,"Georgia, USA","RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
NancyKeegan23,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MichelleMeach16,Somewhere on the planet,@AmyBrenneman We need to keep recruiting people to campaign however they can..This is going to come down to the wir https://t.co/Zbr4xdXEco
folsomdweller2,"California, USA","RT @MyWchu: CBS News poll: GOP up in Texas, Tennessee Senate races; Dems up in Arizona, New Jersey https://t.co/Ix4kgA2MrP #SmartNews"
caseykassidy,"Seattle, WA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ilikelamp80,"Everywhere, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
realspaceblatt,"Texas, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
peridottie,"Los Angeles, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MysticKnitter,Minnesota,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Dave13593715,,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
stabletk,KLAS,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Clondore,"Alabama, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
KingMartin2011,Kansas City,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MrOchoa32,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MichelleMeach16,Somewhere on the planet,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
BlakelyAdrian,Northwest United States,RT @CBSNews: Polls show that Democrat candidate Beto O'Rourke is closing in on Republican incumbent Ted Cruz with single digit numbers in a
KaeAndersen,Arizona ,"RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
FrankL1028,"New Jersey, USA","RT @RealMAGASteve: FOREIGN MEDDLING: Beto ORourke busted taking contributions from out of country

Foreign nationals are meddling in U.S."
all_TEMPorary,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
PRButterfly007,"Detroit, MI",@RealJamesWoods @tedcruz #VoteTedCruz2018 US Senate Texas !!  Keep Texas Red!!
josb1969,Maryland/Delaware,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
soyboy2000,"Tempe, Arizona","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Ladybug33444,...,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
suebarnes999,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ThidaYang,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CheriMeadows123,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
iGoCrystal,"Los Angeles, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MitchellMeeks11,Red State Misery ,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kimpita,Connecticut,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
MaryJoDiMarzio,The Universe,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ecol0gy,Australia,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CarolMesimer,"Raytown, MO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
S_Schwalm,,RT @CBSNews: Polls show that Democrat candidate Beto O'Rourke is closing in on Republican incumbent Ted Cruz with single digit numbers in a
5KidsAreMine,"Indiana, USA","RT @JohnWHuber: Note the use of North Dakota and New York instead of Rhode Island and Texas

Also equal representation by the states in the"
Birkajero,,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
DKayeD21,"St Louis, MO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Mscellobass,Christ our Rock,@BetoORourke Whats the message?? What are you running on? Will you raise taxes? Whats your policy on immigration? https://t.co/eWWNqgsFxH
edkohler,"Minneapolis, MN","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Stiffelman,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
nikkininja617,dtx,"RT @rctristan_: Texans, just a reminder that the Texas U.S. Senate race taking place on Nov. 6 is decided by POPULAR VOTE, so that means EV"
KDav0840,Connecticut,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jacobmaxwells,looking pretty in a hotel bar,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jollyeggs,Texas,"Let's show em outside pac money doesn't buy OUR elected officials.
VOTE BETO FOR TEXAS AND U.S. SENATE"
labwritesla,"Los Angeles, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
AlishaAlxandra,"Denver, CO",RT @NashvilleTea: New CBS poll shows Marsha Blackburn up 8%https://t.co/UehJJo1Val https://t.co/7UjJV99F7j
Bonobo23,"Portland, Oregon","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Hoover2Jo,"Texas, USA",RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
Grans31,"North Carolina, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
drskc,"Miami, NYC, and Maine","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
SaraKaplow,D.C.,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
kbrown65807,"Springfield, MO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
willestyle,Minneapolis/St. Paul,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CBS21NEWS,"Harrisburg, Pennsylvania, USA","The roundtable will include live reports on important governor and senate races in Florida, West Virginia, Illinois https://t.co/03d1V50Awg"
LeahRobinW,"Brooklyn, NY","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
angelarso,Houston,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
deburgha9141,United States,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
PaulaJKyle,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
fayruz1968,"Scottsdale, AZ",RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
KayHedrickJD,"North Kansas City, MO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
keith69_yepitme,Fly over country,RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
bilinski_rae,"Illinois, USA",RT @NickRiccardi: Another poll showing Rs up big in Tennessee and Texas senate races https://t.co/c0Bu14UHh4
oldwitchme,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
regina_smith67,"Illinois, USA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
Hollaka_Hollala,SinKKKholeJared'sBackchannel,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
truthwarrior70,,RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
elefson,"Palm Springs, CA","RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
antoinette2645,"Florida, USA",RT @dawg_lb: 'Vote Senator TED CRUZ to return to the U.S. Senate Texas Nov. 2018 to keep RED and Senator Cruz continue his important for th
CameronKleine,"St Louis, MO","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
jsaultz,"Deer Park, TX","@WSAcanuck @BetoORourke Thankfully you are Canadian, and not Texan. Texas is a better place for it, and we'll return Ted Cruz to the senate."
Lucialawh,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
urlovingwife,"Munster, IN","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
mayaella15,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
JillianKJacobs,Los Angeles,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
ViQueen55,Grapevine,"Hey @maddow and @Lawrence check out what the number 2 in the Senate tweeted out yesterday.
Such class  Guess hes https://t.co/4o9eOO52fl"
wesleyjake,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
GayleMarieNels1,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
CindyMellinger,Texas,"RT @kentpg: Senate Races Have Been Nationalized
Texas:  Ted Cruz (R) 50%, Beto ORourke (D) 44%.
Arizona: Kyrsten Sinema (D) 47%, Martha Mc"
JanetNKumar,New York City,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
why_two_wit,Houston,"RT @BetoORourke: ""About 1,750 area residents filled much of the Rudder Auditorium on the Texas A&amp;M campus on Friday to listen to U.S. Senat"
RiskyLiberal,,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
Patty45229184,"Creve Coeur, IL","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
InkonElbows,United States,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
rachelbusygrl,"Portland, OR","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
stayce33004320,,"Do the RIGHT THINGS, Mr.President! 
Mind explaining to me and the REST OF TEXAS why you endorsed an AG who commuted https://t.co/ADPduBuxOX"
dmrichiephd,,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
theladyisanerd,"Bend, OR","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
doctor_eon,,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
MaryMcG54,"San Bernardino, CA","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
lynnekaplan,,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
volatileacidity,ATL,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
electricboyo,USA,"RT @kazweida: (12) Here is a general consensus on key state senate races. 

Tossup: Wisconsin
Lean Republican: Florida, Michigan, Pennsylva"
CRSlack,Chicago,"RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
BookwormBR,"Wilmington, NC","RT @AmyBrenneman: 8 Democrats in Senate races who could use any Kavanaugh rage dollars you are looking to spend.
Joe Donnelly, Indiana
Heid"
