ids,ids,text
213938971,213938971, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
326092855,326092855," bigcity   area  beto  attracting support from a surprising source, white evangelical women. male pastors outraged. https://t.co/jz3m8nntqi"
8.15E+17,8.15E+17, rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
30981156,30981156,"illinois, usa rt @joefaz: sen.  cruz   cruz  (r-tx) has pulled out of planned televised debate with his democratic challenger  beto   beto  

 cruz   cruz  just ha"
381641604,381641604,"texas, usa rt @kfox14: republican u.s. senator @  cruz   declined to participate on @cnn's town hall, meaning democratic candidate @ beto   beto   will ha"
8.28E+17,8.28E+17, rt @janasanchez:  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/yfw6ui4cn6
9.55E+17,9.55E+17,hawaii rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
343736801,343736801, rt @  cruz  : i want to empower texas energy producers to create jobs and prosperity. my opponent wants you to pay 24 more cents per gallon
3882457513,3882457513,"caligal  cruz   cruz  is a lying, snivellin coward, who has now chickened out of debate. as a result, oct 18, #  beto   will have https://t.co/8dzewqwjzi"
7.97E+17,7.97E+17," rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
384852760,384852760,usa rt @janasanchez:  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/yfw6ui4cn6
4859999291,4859999291," north shore, ns rt @rawstory: so much for ""tough as texas"" 

@  cruz   chickens out of cnn town hall with  beto    beto    wholl appear on his own

https://"
3254161746,3254161746, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
377258998,377258998," rt @ushasahay: interesting: ""ms. mooney and her friends may represent an under-the-radar web of white, evangelical women in texas whose vot"
377258998,377258998, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
14425872,14425872,"waxahachie, tx  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/yfw6ui4cn6"
42321684,42321684,ontario canada rt @rawstory: evangelical woman 'mortified' by her own gop voting record explains why she's now backing  beto   beto  https://t.co/wtykqe72
4574322875,4574322875,"south carolina, usa rt @thenationsrage: .@ beto   beto   launched what he called the largest get-out-the-vote campaign in history, w/plans to contact 5.5 million"
1.03E+18,1.03E+18,hvidovre   denmark rt @oh_anderson: to my friends and family in tx:   beto    beto  s unlikely allies: white evangelical women   via @nytimes https://t.co/dtjt
1.03E+18,1.03E+18,hvidovre   denmark rt @johnddavidson: this is the kind of story the ny times runs when its reporter finds four evangelical women in dallas who are voting for
1.03E+18,1.03E+18,hvidovre   denmark rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
256885423,256885423,"golden, co rt @helenhs:  beto    beto  s unlikely allies: 

white evangelical women .

theres hope.  https://t.co/xtbz16tkqg"
70568532,70568532,"kcmo rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
70568532,70568532,kcmo rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
27077530,27077530,little rock rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
262585625,262585625,london  rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
4859921837,4859921837, i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/pya0in9bbw
44298179,44298179, bigcity   rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
10608212,10608212,"spain rt @nytimes: to democrats nationwide,  beto   beto 's evangelical supporters sends a signal that there are female, religious voters who are"
130646974,130646974,northern california rt @5_2blue:  cruz   cruz  chickens out of cnn town hall with  beto    beto   -- wholl appear on his own https://t.co/q1vlodmmt1
9.68E+17,9.68E+17, rt @alanakstewart: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/lrdhvcrxhm
28269648,28269648, i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/dkbkljll1e
31516646,31516646, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
50571724,50571724,"south of heaven rt @realdonaldrumpf: from #lying cruz  to #wimpy cruz : @  cruz   is running on the slogan ""tough as texas,"" but he's running scared from a #cnn d"
7.75E+17,7.75E+17,  beto    beto   may benefit from an unlikely support group: white evangelical women https://t.co/w1zbwmgxo1
4720175060,4720175060," rt @kirstenpowers: the women, are all in their 30s, described mr.   beto   as providing a stark moral contrast to mr. trump, whose policie"
7.38E+17,7.38E+17,"none of your business  rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
814121478,814121478,"boca raton, fl hollywood actor kendrick sampson makes hateful anti-white comments at  beto   beto  rally https://t.co/xvumysi0zd via @gatewaypundit"
2383802631,2383802631," rt @nytimes: to democrats nationwide,  beto   beto 's evangelical supporters sends a signal that there are female, religious voters who are"
1286905933,1286905933, rt @rawstory:  cruz   cruz  chickens out of cnn town hall with  beto    beto    wholl appear on his own https://t.co/symuhwsp2j
27565899,27565899,california usa rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
2383802631,2383802631, rt @elizabethjdias: 'i care as much about babies at the border as i do about babies in the womb.' some white evangelical women are breaking
102044480,102044480,usa rt @alanakstewart: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/lrdhvcrxhm
426369194,426369194,4th gen colorado native  rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi
8.17E+17,8.17E+17,"ohio, usa rt @kirstenpowers: the women, are all in their 30s, described mr.   beto   as providing a stark moral contrast to mr. trump, whose policie"
2383802631,2383802631," rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
3304374228,3304374228,"mountains, northern sierra, ca. rt @markyoungtruth: foreign meddling?  beto    beto   bus cruz  taking contributions from out of country: https://t.co/tdqcb5pqmi"
8.20E+17,8.20E+17, i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/iritsged9d
2383802631,2383802631, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
3984965609,3984965609,depths of the mariana trench i choose @  cruz   for #txsen because hes good for texas energy and because @ beto   beto   wants me to pay 24 more ce https://t.co/z8ad5m9uwg
7.68E+17,7.68E+17,"washington, usa rt @elizabethjdias: @ beto   beto   is doing strategic, if limi cruz , outreach to white evangelicals, especially women. he will be on @jenhatmak"
25155029,25155029,"#rfb rt @helenhs:  beto    beto  s unlikely allies: 

white evangelical women .

theres hope.  https://t.co/xtbz16tkqg"
1.05E+18,1.05E+18," rt @wfaa:  cruz   cruz  declines, so challenger  beto    beto   gets an hour on national tv by himself https://t.co/xs02ltqbr2 https://t.co/mnh9qb"
1271576827,1271576827,mill valley rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
25589710,25589710,south rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
540178114,540178114,"usa   rt @realjameswoods: all the more reason to vote. crush  beto , unless you want more sheldon whitehouses and cory bookers.   #  cruz   #voter"
8.25E+17,8.25E+17, rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
186606767,186606767,"rockwall, tx rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime"
172023124,172023124,los angeles // inland empire rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
2657148715,2657148715,florida - the blue part rt @nytnational: i care as much about babies at the border as i do about babies in the womb. they are evangelical moms. they are longtime
43293574,43293574,"city of angels  rt @nunez_anna: #evangelical women described # beto    beto   as providing a stark moral contrast to trump, whose policies &amp; behavior they se"
